City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
475,El Alto,PE,-4.2714,-81.2147,61.95,82,78,19.26,broken clouds
476,Hamilton,US,39.1834,-84.5333,61.0,95,100,1.99,overcast clouds
477,Oussouye,SN,12.485,-16.5469,78.03,84,2,4.18,clear sky
478,Ostersund,SE,63.1792,14.6357,32.45,100,100,3.44,overcast clouds
479,Barmer,IN,25.75,71.3833,79.93,31,0,1.66,clear sky
480,Arroyo,ES,41.6096,-4.7969,50.59,86,20,5.75,few clouds
481,Preobrazheniye,RU,42.9019,133.9064,51.04,60,96,6.58,overcast clouds
482,Eureka,US,40.8021,-124.1637,54.21,92,44,1.99,scattered clouds
483,Manta,EC,-0.95,-80.7333,70.11,84,99,15.79,overcast clouds
484,Mount Gambier,AU,-37.8333,140.7667,50.9,92,100,9.44,light rain
485,Walvis Bay,NA,-22.9575,14.5053,59.95,88,99,8.05,overcast clouds
486,Zyryanovsk,KZ,49.7386,84.2719,32.65,97,100,1.7,light snow
487,Vestmannaeyjar,IS,63.4427,-20.2734,45.5,88,100,12.53,overcast clouds
488,Grand-Santi,GF,4.25,-54.3833,72.75,99,100,2.3,light rain
489,Vanderhoof,CA,54.0166,-124.0198,36.82,48,0,7.87,clear sky
490,Daska,PK,32.3243,74.3497,67.05,45,0,4.7,clear sky
491,Sisimiut,GL,66.9395,-53.6735,21.79,82,21,10.65,few clouds
492,Chirongui,YT,-12.9319,45.1483,78.73,75,17,16.31,few clouds
493,Filadelfia,US,39.9523,-75.1638,53.96,87,75,1.01,broken clouds
494,Mangrol,IN,21.1167,70.1167,80.29,50,0,8.55,clear sky
495,Grindavik,IS,63.8424,-22.4338,45.07,93,100,10.36,overcast clouds
496,Saint-Georges,GD,12.0564,-61.7485,80.28,89,75,9.22,broken clouds
497,Peterhead,GB,57.5058,-1.7981,52.2,83,1,19.3,clear sky
498,Havre-Saint-Pierre,CA,50.2334,-63.5986,41.0,93,0,6.91,clear sky
499,Naranjal,EC,-2.6667,-79.6167,71.02,87,87,4.43,overcast clouds
500,Pedernales,DO,18.0384,-71.744,79.99,70,100,4.16,overcast clouds
501,Shalinskoye,RU,55.7228,93.7594,23.74,62,69,10.09,broken clouds
502,Fuyang,CN,32.9,115.8167,68.92,35,4,6.96,clear sky
503,Broken Hill,AU,-31.95,141.4333,76.71,46,68,25.48,broken clouds
504,Poso,ID,-1.3959,120.7524,86.23,67,80,3.69,broken clouds
505,Mogwase,ZA,-25.185,27.2665,69.67,58,99,2.8,overcast clouds
506,Honningsvag,NO,70.9821,25.9704,35.35,100,100,3.44,drizzle
507,Ishigaki,JP,24.3448,124.1572,78.93,100,75,9.22,broken clouds
508,Yarmouth,US,41.7057,-70.2286,52.97,92,0,3.44,clear sky
509,Prince Rupert,CA,54.3161,-130.3201,44.29,90,100,23.02,overcast clouds
510,Lahat,ID,-3.8,103.5333,85.01,67,100,2.46,overcast clouds
511,Fereydun Kenar,IR,36.6864,52.5225,55.62,94,0,0.0,clear sky
512,Hornepayne,CA,49.2138,-84.7705,41.25,90,68,3.24,broken clouds
513,Nakambala,ZM,-15.8324,27.7799,70.57,61,21,2.62,few clouds
514,Bundaberg,AU,-24.85,152.35,84.22,73,0,5.01,clear sky
515,Hopkinsville,US,36.8656,-87.4886,62.64,96,93,3.0,overcast clouds
516,Mubi,NG,10.2676,13.2644,70.14,36,28,2.35,scattered clouds
517,Povenets,RU,62.8487,34.8262,34.65,84,99,17.83,overcast clouds
518,Neiafu,TO,-18.65,-173.9833,83.08,83,40,9.22,scattered clouds
519,Aksarka,RU,66.5606,67.7975,28.99,92,100,14.76,overcast clouds
520,Vila Franca Do Campo,PT,37.7167,-25.4333,59.41,70,70,6.51,broken clouds
521,Huarmey,PE,-10.0681,-78.1522,61.77,88,29,8.77,scattered clouds
522,Luderitz,NA,-26.6481,15.1594,59.5,72,95,15.95,overcast clouds
523,Smirnykh,RU,49.75,142.8333,43.02,51,2,4.54,clear sky
524,Luba,GQ,3.4568,8.5547,76.89,83,28,5.75,light rain
525,San Andres,CO,12.5847,-81.7006,84.22,70,20,6.91,few clouds
526,Tiznit,MA,29.5833,-9.5,72.39,15,3,6.98,clear sky
527,Spring Hill,US,28.4769,-82.5255,75.81,82,75,4.61,broken clouds
528,Ballangen,NO,68.3428,16.8315,39.42,100,100,1.14,overcast clouds
529,Denpasar,ID,-8.65,115.2167,82.06,74,40,8.05,scattered clouds
530,Morondava,MG,-20.2833,44.2833,76.14,77,0,7.58,clear sky
531,Porbandar,IN,21.6422,69.6093,81.54,45,0,7.94,clear sky
532,Kadom,RU,54.5592,42.4675,32.18,76,93,14.29,overcast clouds
533,Brae,GB,60.3964,-1.353,53.46,82,89,10.54,overcast clouds
534,Lethem,GY,3.3803,-59.7968,76.57,88,100,7.0,overcast clouds
535,La Rioja,ES,42.25,-2.5,49.78,86,69,6.55,broken clouds
536,Lincoln,US,40.8,-96.667,57.13,51,0,4.61,clear sky
537,Ankazobe,MG,-18.3167,47.1167,59.04,84,21,4.83,few clouds
538,Cermik,TR,38.1361,39.4493,54.72,40,15,2.3,few clouds
539,Tineo,ES,43.3376,-6.4145,52.23,68,100,4.88,overcast clouds
540,Lengshuitan,CN,26.4111,111.5956,73.09,33,1,12.95,clear sky
541,Hofn,IS,64.2539,-15.2082,46.17,90,100,26.93,overcast clouds
542,Sfantu Gheorghe,RO,45.8667,25.7833,53.26,92,7,1.95,clear sky
543,Eyl,SO,7.9803,49.8164,76.69,82,21,8.08,few clouds
544,Angoche,MZ,-16.2325,39.9086,74.3,90,4,8.61,clear sky
545,Tarapur,IN,19.85,72.7,77.34,53,0,5.57,clear sky
546,Forestville,US,38.8451,-76.875,53.35,90,0,0.0,clear sky
547,Muli,MV,2.9167,73.5667,81.63,73,50,7.34,scattered clouds
548,Nelson Bay,AU,-32.7167,152.15,84.25,72,93,5.99,overcast clouds
549,Kingaroy,AU,-26.5333,151.8333,88.34,29,67,11.07,broken clouds
550,Isabela,PH,6.7085,121.9711,87.85,67,95,6.26,overcast clouds
551,Ossora,RU,59.2353,163.0719,29.48,62,96,15.35,overcast clouds
552,Winslow,US,35.0242,-110.6974,44.78,36,0,5.75,clear sky
553,Polyarnyy,RU,69.1989,33.4478,30.85,85,87,14.85,overcast clouds
554,Kuressaare,EE,58.2481,22.5039,36.95,100,43,1.14,scattered clouds
555,Necochea,AR,-38.5473,-58.7368,46.81,69,39,21.12,scattered clouds
556,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,75.4,79,15,6.35,few clouds
557,Tezu,IN,27.9167,96.1667,77.67,44,0,2.57,clear sky
558,Kashi,CN,39.4547,75.9797,45.61,45,43,8.95,scattered clouds
559,Am Timan,TD,11.0297,20.2827,76.95,39,90,4.14,overcast clouds
560,Polunochnoye,RU,60.8697,60.4153,26.28,95,100,7.25,light snow
561,Krasnyye Baki,RU,57.131,45.1599,32.36,84,100,10.83,overcast clouds
562,Emerald,AU,-23.5333,148.1667,98.74,23,0,15.57,clear sky
563,Zharkovskiy,RU,55.849,32.2697,33.96,73,89,14.56,overcast clouds
564,Kandrian,PG,-6.2167,149.55,85.3,72,42,5.86,light rain
565,Sinnamary,GF,5.3833,-52.95,78.73,87,100,6.29,overcast clouds
566,Terra Santa,BR,-2.1042,-56.4869,80.35,64,100,2.57,overcast clouds
567,Jerusalem,IL,31.769,35.2163,62.71,95,32,1.99,scattered clouds
568,Anzoategui,CO,4.63,-75.0954,59.2,90,77,3.8,broken clouds
569,Chifeng,CN,42.2683,118.9636,48.18,31,0,21.18,clear sky
570,Elk Plain,US,47.0532,-122.3976,54.37,90,100,13.8,light intensity drizzle
571,Konispol,AL,39.6589,20.1814,60.58,46,2,4.5,clear sky
572,San Rafael,AR,-34.6177,-68.3301,48.24,22,89,6.91,overcast clouds
573,Olinda,BR,-8.0089,-34.8553,80.33,69,75,8.05,broken clouds
574,Batagay-Alyta,RU,67.8006,130.4114,-2.81,84,79,1.77,broken clouds
575,Igualada,ES,41.581,1.6172,62.1,93,37,1.01,scattered clouds
576,Bahawalpur,PK,29.4,71.6833,79.39,28,0,9.57,clear sky
577,Xining,CN,36.6167,101.7667,41.25,56,6,1.72,clear sky
578,Oudtshoorn,ZA,-33.5907,22.2014,52.16,60,100,5.59,overcast clouds
579,Gurun,MY,5.8172,100.4738,80.38,83,100,3.49,moderate rain
580,Baie-Comeau,CA,49.2168,-68.1489,42.48,87,0,14.97,clear sky
581,Sinop,TR,41.7711,34.8709,50.18,55,99,4.38,overcast clouds
582,Quatre Cocos,MU,-20.2078,57.7625,68.11,77,100,14.09,light rain
583,Irricana,CA,51.3237,-113.6048,51.78,45,100,15.41,overcast clouds
584,Kokopo,PG,-4.352,152.2633,83.88,71,55,2.77,light rain
585,Lebedinyy,RU,58.5167,125.5167,22.21,94,100,4.79,light snow
586,Paraiso,CR,9.8383,-83.8656,66.42,97,100,1.97,overcast clouds
587,Surgut,RU,61.25,73.4167,28.58,74,75,13.42,broken clouds
588,Pachino,IT,36.7186,15.0907,65.21,70,0,3.8,clear sky
589,Laje,BR,-10.1833,-40.9667,75.06,56,20,8.79,few clouds
590,Plettenberg Bay,ZA,-34.0527,23.3716,56.32,75,100,5.88,light rain
591,Cap Malheureux,MU,-19.9842,57.6142,68.47,78,100,18.57,overcast clouds
592,Evensk,RU,61.95,159.2333,14.05,72,90,9.33,overcast clouds
593,Ofaqim,IL,31.3141,34.6203,63.72,73,0,3.31,clear sky
594,Camacha,PT,33.0833,-16.3333,67.42,83,20,13.8,few clouds
595,Jiazi,CN,22.8779,116.067,75.43,59,100,19.15,overcast clouds
596,Seymchan,RU,62.8833,152.4333,-2.92,95,50,1.86,scattered clouds
597,Vysokogornyy,RU,50.1167,139.15,41.88,36,100,3.02,overcast clouds
598,Colares,PT,38.7992,-9.4469,66.33,88,100,5.01,overcast clouds
599,Tuy Hoa,VN,13.0833,109.3,80.24,69,83,10.09,broken clouds
600,Aliwal North,ZA,-30.6937,26.7114,53.51,73,78,10.63,broken clouds
601,Yining,CN,29.0361,114.5636,72.27,47,0,6.06,clear sky
602,Pitimbu,BR,-7.4706,-34.8086,75.79,77,80,7.72,broken clouds
603,Huilong,CN,31.8111,121.655,68.05,63,25,13.85,scattered clouds
604,Yelizovo,RU,53.1873,158.3805,41.14,35,20,15.99,few clouds
605,Hovd,MN,48.0056,91.6419,31.12,31,100,1.43,overcast clouds
606,Maragogi,BR,-9.0122,-35.2225,75.13,79,15,6.13,few clouds
607,Mporokoso,ZM,-9.3727,30.125,66.47,52,99,4.34,overcast clouds
608,Namibe,AO,-15.1961,12.1522,70.0,79,52,4.59,broken clouds
609,Ust-Kut,RU,56.7938,105.7672,23.31,65,100,6.38,overcast clouds
610,Caxito,AO,-8.5785,13.6643,76.5,87,89,2.84,overcast clouds
611,Zabol,AF,32.25,67.25,56.03,26,20,10.6,few clouds
612,Itarema,BR,-2.9248,-39.9167,78.46,78,20,15.23,few clouds
613,Islamkot,PK,24.6997,70.177,81.41,37,0,5.95,clear sky
614,Carbondale,US,37.7273,-89.2168,59.05,95,40,5.75,scattered clouds
615,Karaidel,RU,55.8337,56.9069,35.28,97,100,14.65,snow
616,Aktash,RU,50.3,87.7333,24.03,66,96,5.01,overcast clouds
617,Verkhoyansk,RU,67.5447,133.385,-4.07,94,22,0.67,few clouds
618,Gat,IL,31.61,34.7642,70.39,100,2,1.3,clear sky
619,Banda Aceh,ID,5.5577,95.3222,83.52,70,100,10.25,overcast clouds
620,Whittlesea,ZA,-32.1759,26.8244,50.2,80,96,8.41,overcast clouds
621,Salinopolis,BR,-0.6136,-47.3561,80.24,76,83,13.24,broken clouds
622,Ejido,VE,8.5514,-71.2375,64.33,98,77,1.19,light rain
623,Abu Dhabi,AE,24.4667,54.3667,77.97,87,59,0.0,broken clouds
624,Kroya,ID,-7.6331,109.2461,82.67,68,97,7.07,overcast clouds
625,Belmonte,BR,-15.8631,-38.8828,74.7,89,40,7.72,scattered clouds
626,Kirsanov,RU,52.6549,42.7224,32.58,71,21,10.67,few clouds
627,Lappersdorf,DE,49.0569,12.09,56.88,94,50,1.01,scattered clouds
628,Valuyki,RU,50.2035,38.1067,36.57,90,100,14.52,overcast clouds
629,Verkhnyaya Inta,RU,65.9811,60.3094,18.81,90,34,4.68,scattered clouds
630,Malanje,AO,-9.5402,16.341,60.49,95,99,1.5,overcast clouds
631,Miguel Hidalgo,MX,19.4225,-99.2028,63.81,77,100,11.5,overcast clouds
632,Kijang,KR,35.2442,129.2139,67.73,52,7,12.86,clear sky
633,Djambala,CG,-2.5447,14.7533,67.62,93,100,4.18,overcast clouds
634,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,39.79,36,20,15.66,few clouds
635,Takikawa,JP,43.5528,141.9064,52.02,60,6,2.75,clear sky
636,Jamiltepec,MX,16.2833,-97.8167,70.0,96,53,3.04,broken clouds
637,Aklavik,CA,68.2191,-135.0107,-4.29,95,9,8.34,clear sky
638,Gillette,US,44.2911,-105.5022,46.81,46,0,6.91,clear sky
639,Kasongo-Lunda,CD,-6.4667,16.8167,69.24,98,100,1.99,overcast clouds
640,Hauterive,FR,46.0901,3.4459,56.16,75,100,4.03,overcast clouds
641,Zapolyarnyy,RU,69.4154,30.8136,29.48,93,99,5.3,overcast clouds
642,Thinadhoo,MV,0.5333,72.9333,81.14,76,71,14.9,moderate rain
643,Horadiz,AZ,39.4488,47.3353,52.63,71,0,2.55,clear sky
644,Ramhormoz,IR,31.28,49.6035,79.29,31,100,5.12,overcast clouds
645,Maningrida,AU,-12.0667,134.2667,93.24,45,79,10.13,broken clouds
646,Paciran,ID,-6.8767,112.3761,86.32,54,100,3.58,overcast clouds
647,Strezhevoy,RU,60.7333,77.5889,22.28,93,81,7.87,broken clouds
648,Ratnagiri,IN,16.9833,73.3,76.39,60,0,7.96,clear sky
649,Turukhansk,RU,65.8167,87.9833,25.45,96,100,13.91,light snow
650,Beneditinos,BR,-5.45,-42.3667,80.74,41,90,3.53,overcast clouds
651,Falmouth,GB,50.1544,-5.0711,59.9,94,100,13.8,mist
652,Pindwara,IN,24.8,73.0667,75.72,26,0,2.17,clear sky
653,Yuncheng,CN,35.0231,110.9928,63.73,61,73,3.94,broken clouds
654,Sahuaripa,MX,29.05,-109.2333,66.29,33,100,3.56,overcast clouds
655,Chandbali,IN,20.7833,86.7667,78.89,61,25,7.54,scattered clouds
656,Ostrovnoy,RU,68.0531,39.5131,38.35,84,100,22.28,light rain
657,Simao,CN,22.7886,100.9748,75.76,57,4,0.76,clear sky
658,Puerto Ayacucho,VE,5.6639,-67.6236,75.52,90,88,4.14,overcast clouds
659,Koumac,NC,-20.5667,164.2833,80.24,68,20,11.43,few clouds
660,Druzhba,UA,52.0428,33.9453,35.65,63,73,15.84,broken clouds
661,Kristiansand,NO,58.1467,7.9956,53.85,94,100,3.44,overcast clouds
662,Ulagan,RU,50.6321,87.9563,34.07,56,90,2.64,overcast clouds
663,Mezen,RU,65.8522,44.24,35.91,97,100,14.14,overcast clouds
664,Port-Gentil,GA,-0.7193,8.7815,78.35,83,100,7.27,light rain
665,Tawang,IN,27.5833,91.8667,55.99,44,0,4.07,clear sky
666,Sangamner,IN,19.5667,74.2167,71.46,58,0,2.28,clear sky
667,Sibolga,ID,1.7427,98.7792,77.13,89,100,3.94,overcast clouds
668,Tekirdag,TR,40.978,27.5085,51.15,56,20,2.51,few clouds
669,Kemijarvi,FI,66.7131,27.4306,25.38,95,90,2.21,overcast clouds
670,Kitimat,CA,54.0524,-128.6534,40.91,28,100,5.95,overcast clouds
671,Bayir,TR,37.2687,28.2167,41.52,36,0,2.84,clear sky
672,Guanare,VE,9.0418,-69.7421,72.61,97,95,1.57,overcast clouds
673,Bethanien,NA,-26.502,17.1583,62.33,47,100,3.71,overcast clouds
674,Fayaoue,NC,-20.65,166.5333,77.56,75,40,8.72,scattered clouds
675,Dustlik,UZ,40.5247,68.0358,49.48,76,99,2.73,overcast clouds
676,Coahuayana,MX,18.7333,-103.6833,74.68,93,8,1.88,clear sky
677,Pimentel,PE,-6.8367,-79.9342,62.11,84,99,12.95,overcast clouds
678,Lyubech,UA,51.7026,30.6569,40.84,78,10,13.29,clear sky
679,Brownsville,US,25.9018,-97.4975,71.91,78,100,4.61,overcast clouds
680,La Ronge,CA,55.1001,-105.2842,44.82,52,40,5.75,scattered clouds
681,Houma,US,29.5958,-90.7195,62.6,91,0,0.0,clear sky
682,Coihueco,CL,-36.6167,-71.8333,48.94,62,0,14.97,clear sky
683,Spirovo,RU,57.419,34.9766,31.44,86,100,18.34,snow
684,Sarangani,PH,5.4033,125.4636,83.41,77,91,8.01,overcast clouds
685,Vologda,RU,59.2187,39.8886,28.83,96,80,9.91,broken clouds
686,Hurghada,EG,27.2574,33.8129,71.64,49,0,11.5,clear sky
687,Gweta,BW,-20.1833,25.2333,76.39,48,100,13.02,overcast clouds
688,Rocha,UY,-34.4833,-54.3333,51.37,61,100,15.88,overcast clouds
689,Iskateley,RU,67.6803,53.1512,32.81,97,100,12.73,overcast clouds
690,Tinskoy,RU,56.1525,96.9161,25.16,59,5,6.33,clear sky
691,Itaqui,BR,-29.1253,-56.5531,57.51,88,100,22.24,overcast clouds
692,Los Llanos De Aridane,ES,28.6585,-17.9182,68.13,38,0,5.75,clear sky
693,Sur,OM,22.5667,59.5289,76.55,57,0,6.93,clear sky
694,Liverpool,GB,53.4106,-2.9779,55.35,90,11,7.0,few clouds
695,Kampot,KH,10.6167,104.1833,87.85,65,94,5.41,overcast clouds
696,Monrovia,LR,6.3005,-10.7969,77.52,84,27,5.75,light rain
697,Mishan,CN,45.55,131.8833,46.06,55,100,11.56,light rain
698,Portland,US,45.5234,-122.6762,57.15,85,100,9.22,overcast clouds
699,Nicoya,CR,10.1483,-85.452,73.9,91,93,0.51,overcast clouds
700,Tiarei,PF,-17.5333,-149.3333,80.62,79,39,11.61,light rain
701,Zarya,RU,55.7553,38.0958,32.14,85,100,15.37,light snow
702,Victoria Point,AU,-27.5833,153.3,86.68,65,57,4.0,broken clouds
703,Taltal,CL,-25.4,-70.4833,58.51,77,14,2.53,few clouds
704,Mackenzie,CA,55.2999,-123.1698,39.42,45,100,4.61,overcast clouds
705,Aranos,NA,-24.1333,19.1167,67.53,16,8,12.39,clear sky
706,Minudasht,IR,37.2289,55.3747,53.17,82,0,0.0,clear sky
707,Sola,VU,-13.8833,167.55,88.47,66,1,0.0,clear sky
708,Bonavista,CA,48.6499,-53.1147,46.31,72,8,15.52,clear sky
709,Idlib,SY,35.9306,36.6339,62.78,49,54,7.85,broken clouds
710,Alice Springs,AU,-23.7,133.8833,83.75,28,35,14.97,scattered clouds
711,Kapuskasing,CA,49.4169,-82.4331,50.09,71,40,4.61,scattered clouds
